,Date,Traffic_flow,Game_Occurance
170,2005-08-09 22:25:00,22,1
171,2005-04-26 19:10:00,18,1
172,2005-09-14 22:00:00,27,1
173,2005-07-29 20:00:00,30,1
174,2005-06-07 21:40:00,28,1
175,2005-06-07 22:15:00,49,1
176,2005-07-03 19:00:00,18,1
177,2005-05-18 12:50:00,22,1
178,2005-07-14 19:10:00,29,1
179,2005-04-26 20:10:00,18,1
180,2005-08-27 20:55:00,29,1
181,2005-09-28 18:55:00,34,1
182,2005-05-31 18:45:00,30,1
183,2005-08-12 22:55:00,24,1
184,2005-08-28 16:05:00,55,1
185,2005-04-25 20:10:00,24,1
186,2005-07-02 16:20:00,25,1
187,2005-07-01 21:50:00,19,1
188,2005-09-06 21:25:00,19,1
189,2005-05-21 12:40:00,24,1
190,2005-06-01 22:45:00,45,1
191,2005-07-27 19:30:00,32,1
192,2005-09-13 21:35:00,33,1
193,2005-06-06 19:30:00,27,1
194,2005-05-16 20:15:00,9,1
195,2005-08-10 19:45:00,33,1
196,2005-09-07 21:50:00,38,1
197,2005-07-14 22:05:00,34,1
198,2005-04-13 19:30:00,46,1
199,2005-05-16 21:15:00,16,1
200,2005-07-16 16:05:00,46,1
201,2005-08-12 20:00:00,34,1
202,2005-07-02 14:15:00,36,1
203,2005-06-10 20:15:00,13,1
204,2005-09-06 22:10:00,20,1
205,2005-06-02 19:45:00,19,1
206,2005-08-14 13:25:00,23,1
207,2005-09-05 19:05:00,20,1
208,2005-07-14 21:30:00,29,1
209,2005-06-12 13:45:00,31,1
210,2005-04-12 12:55:00,30,1
211,2005-05-04 19:25:00,24,1
212,2005-08-09 18:55:00,22,1
213,2005-05-03 19:45:00,14,1
214,2005-07-17 14:40:00,42,1
215,2005-07-29 22:00:00,40,1
216,2005-05-03 21:05:00,13,1
217,2005-04-17 15:35:00,48,1
218,2005-08-23 19:35:00,23,1
219,2005-08-24 21:35:00,15,1
220,2005-04-13 20:50:00,22,1
221,2005-08-12 22:50:00,26,1
222,2005-04-29 21:10:00,19,1
223,2005-06-02 22:10:00,29,1
224,2005-07-25 20:20:00,28,1
225,2005-04-16 21:35:00,57,1
226,2005-09-26 18:50:00,22,1
227,2005-05-01 12:45:00,27,1
228,2005-04-27 20:10:00,18,1
229,2005-05-30 22:10:00,9,1
230,2005-04-13 19:45:00,20,1
231,2005-09-25 16:05:00,32,1
232,2005-09-06 20:55:00,20,1
233,2005-04-25 20:40:00,9,1
234,2005-04-27 18:45:00,21,1
235,2005-04-16 20:55:00,16,1
236,2005-09-05 17:10:00,21,1
237,2005-08-14 14:30:00,34,1
238,2005-07-25 20:05:00,19,1
239,2005-07-28 14:00:00,36,1
240,2005-09-07 18:45:00,29,1
241,2005-05-16 21:55:00,37,1
242,2005-07-01 22:30:00,33,1
243,2005-09-06 20:05:00,19,1
244,2005-08-26 22:25:00,49,1
245,2005-08-11 21:30:00,26,1
246,2005-08-13 12:50:00,28,1
247,2005-08-14 14:50:00,38,1
248,2005-05-31 18:55:00,22,1
249,2005-04-27 21:55:00,37,1
250,2005-08-13 13:20:00,36,1
251,2005-08-09 22:20:00,34,1
252,2005-05-03 19:15:00,25,1
253,2005-04-17 13:20:00,44,1
254,2005-07-02 17:05:00,37,1
255,2005-07-28 13:10:00,28,1
256,2005-08-10 20:35:00,14,1
257,2005-07-15 21:55:00,38,1
258,2005-08-28 12:45:00,21,1
259,2005-04-29 20:05:00,15,1
260,2005-05-03 22:30:00,41,1
261,2005-08-11 19:30:00,26,1
262,2005-07-01 20:45:00,14,1
263,2005-05-20 22:20:00,46,1
264,2005-08-11 18:55:00,34,1
265,2005-09-06 21:55:00,21,1
266,2005-04-13 21:45:00,32,1
267,2005-08-13 14:35:00,36,1
268,2005-07-25 20:45:00,27,1
269,2005-07-17 16:30:00,40,1
270,2005-07-26 22:10:00,33,1
271,2005-08-12 22:45:00,32,1
272,2005-07-27 19:35:00,28,1
273,2005-09-06 22:45:00,31,1
274,2005-05-20 22:25:00,47,1
275,2005-07-02 15:50:00,36,1
276,2005-04-17 13:40:00,19,1
277,2005-07-02 14:55:00,41,1
278,2005-05-22 14:10:00,30,1
279,2005-07-25 20:20:00,28,1
280,2005-09-14 20:20:00,32,1
281,2005-07-16 13:30:00,33,1
282,2005-09-25 13:50:00,35,1
283,2005-07-02 14:15:00,36,1
284,2005-09-13 22:25:00,49,1
285,2005-04-30 21:10:00,15,1
286,2005-05-03 19:30:00,22,1
287,2005-05-04 19:30:00,13,1
288,2005-05-01 15:20:00,26,1
289,2005-06-29 13:30:00,20,1
290,2005-07-14 19:00:00,9,1
291,2005-08-14 12:45:00,12,1
292,2005-06-02 22:10:00,29,1
293,2005-04-16 21:35:00,57,1
294,2005-05-02 20:00:00,20,1
295,2005-09-23 22:00:00,17,1
296,2005-09-25 16:10:00,44,1
297,2005-04-12 16:05:00,58,1
298,2005-05-15 11:50:00,28,1
299,2005-05-31 19:35:00,18,1
300,2005-08-11 19:40:00,36,1
301,2005-09-25 15:00:00,29,1
302,2005-05-18 12:10:00,31,1
303,2005-05-18 14:50:00,49,1
304,2005-09-14 20:00:00,24,1
305,2005-04-12 16:25:00,53,1
306,2005-09-07 21:30:00,26,1
307,2005-05-01 14:05:00,37,1
308,2005-06-10 20:35:00,13,1
309,2005-05-15 12:35:00,26,1
310,2005-05-04 19:55:00,17,1
311,2005-04-30 20:00:00,28,1
312,2005-05-04 21:55:00,30,1
313,2005-06-01 20:10:00,31,1
314,2005-05-21 13:20:00,28,1
315,2005-05-13 21:50:00,42,1
316,2005-07-30 15:30:00,37,1
317,2005-07-29 21:00:00,33,1
318,2005-07-16 16:10:00,50,1
319,2005-04-27 20:10:00,18,1
320,2005-07-29 19:10:00,26,1
321,2005-07-17 14:00:00,21,1
322,2005-05-16 21:35:00,31,1
323,2005-05-02 20:15:00,20,1
324,2005-05-01 14:25:00,37,1
325,2005-09-23 19:25:00,40,1
326,2005-07-17 13:15:00,20,1
327,2005-06-11 21:30:00,48,1
328,2005-04-12 13:50:00,36,1
329,2005-09-28 20:40:00,11,1
330,2005-07-25 20:05:00,19,1
331,2005-09-23 20:55:00,20,1
332,2005-06-10 18:45:00,27,1
333,2005-09-23 22:55:00,17,1
334,2005-09-13 22:35:00,40,1
335,2005-07-25 19:20:00,27,1
336,2005-06-07 21:00:00,16,1
337,2005-07-01 20:40:00,24,1
338,2005-09-06 20:30:00,19,1
339,2005-09-06 21:55:00,21,1
340,2005-06-29 12:25:00,31,1
341,2005-04-15 19:10:00,33,1
342,2005-05-13 22:30:00,64,1
343,2005-06-10 22:25:00,39,1
344,2005-07-02 16:05:00,42,1
345,2005-06-05 14:05:00,34,1
346,2005-06-12 15:40:00,41,1
347,2005-08-14 15:05:00,33,1
348,2005-07-02 14:50:00,19,1
349,2005-09-25 13:45:00,36,1
350,2005-05-30 20:25:00,50,1
351,2005-07-02 14:05:00,29,1
352,2005-06-01 19:25:00,22,1
353,2005-05-20 21:55:00,44,1
354,2005-09-14 20:30:00,14,1
355,2005-04-27 18:55:00,21,1
356,2005-05-21 15:50:00,43,1
357,2005-07-28 13:50:00,37,1
358,2005-07-31 16:50:00,26,1
359,2005-05-04 21:20:00,21,1
360,2005-06-04 20:10:00,21,1
361,2005-05-18 13:30:00,24,1
362,2005-09-23 19:20:00,34,1
363,2005-05-18 12:30:00,26,1
364,2005-05-18 13:45:00,17,1
365,2005-05-21 13:30:00,24,1
366,2005-06-12 15:30:00,24,1
367,2005-06-05 15:50:00,29,1
368,2005-07-26 18:50:00,34,1
369,2005-05-30 21:35:00,13,1
370,2005-07-29 19:40:00,28,1
371,2005-05-04 18:50:00,27,1
372,2005-09-25 15:25:00,27,1
373,2005-06-12 12:45:00,23,1
374,2005-06-06 21:00:00,25,1
375,2005-05-01 13:35:00,31,1
376,2005-05-15 11:45:00,41,1
377,2005-07-25 20:20:00,28,1
378,2005-07-29 21:55:00,28,1
379,2005-09-11 15:40:00,32,1
380,2005-07-31 14:00:00,39,1
381,2005-05-13 19:10:00,26,1
382,2005-09-05 19:05:00,20,1
383,2005-08-12 21:15:00,22,1
384,2005-04-16 20:45:00,13,1
385,2005-08-26 21:00:00,19,1
386,2005-05-31 21:00:00,13,1
387,2005-06-08 19:50:00,19,1
388,2005-05-02 21:25:00,30,1
389,2005-09-09 20:50:00,21,1
390,2005-09-26 19:25:00,29,1
391,2005-07-01 19:15:00,24,1
392,2005-06-29 12:45:00,17,1
393,2005-07-25 21:25:00,28,1
394,2005-05-15 13:00:00,24,1
395,2005-05-16 22:20:00,42,1
396,2005-09-09 22:25:00,21,1
397,2005-07-30 16:05:00,51,1
398,2005-04-29 21:50:00,24,1
399,2005-05-16 22:05:00,26,1
400,2005-07-30 13:10:00,27,1
401,2005-07-28 13:05:00,32,1
402,2005-09-25 15:25:00,27,1
403,2005-08-13 15:10:00,39,1
404,2005-08-14 14:15:00,30,1
405,2005-07-27 19:05:00,37,1
406,2005-08-26 19:40:00,45,1
407,2005-06-11 21:10:00,22,1
408,2005-09-23 20:10:00,25,1
409,2005-06-12 14:30:00,35,1
410,2005-07-14 18:50:00,27,1
411,2005-05-18 12:00:00,32,1
412,2005-09-07 21:30:00,26,1
413,2005-08-09 22:20:00,34,1
414,2005-06-04 18:55:00,23,1
415,2005-05-30 23:00:00,6,1
416,2005-09-26 19:25:00,29,1
417,2005-05-14 21:00:00,17,1
418,2005-04-13 22:00:00,54,1
419,2005-08-24 22:20:00,50,1
420,2005-09-07 19:40:00,28,1
421,2005-06-04 19:15:00,27,1
422,2005-07-26 19:15:00,37,1
423,2005-06-02 19:40:00,36,1
424,2005-08-12 19:45:00,39,1
425,2005-05-22 14:15:00,34,1
426,2005-05-16 19:15:00,36,1
427,2005-09-12 20:40:00,18,1
428,2005-05-22 13:45:00,39,1
429,2005-08-27 20:15:00,29,1
430,2005-04-16 19:10:00,31,1
431,2005-07-16 15:35:00,26,1
432,2005-09-13 22:35:00,40,1
433,2005-05-13 19:15:00,30,1
434,2005-08-13 14:10:00,33,1
435,2005-05-20 21:55:00,44,1
436,2005-09-07 23:05:00,37,1
437,2005-08-13 12:50:00,28,1
438,2005-09-07 19:10:00,22,1
439,2005-07-29 22:15:00,30,1
440,2005-06-29 13:10:00,25,1
441,2005-08-24 20:20:00,20,1
442,2005-06-04 22:15:00,60,1
443,2005-09-25 14:00:00,33,1
444,2005-09-09 22:40:00,30,1
445,2005-05-21 15:55:00,34,1
446,2005-06-02 22:30:00,44,1
447,2005-06-04 21:45:00,43,1
448,2005-06-03 20:45:00,18,1
449,2005-04-17 13:25:00,20,1
450,2005-07-28 11:50:00,31,1
451,2005-06-12 15:40:00,41,1
452,2005-07-29 22:35:00,52,1
453,2005-06-10 21:35:00,21,1
454,2005-04-26 20:20:00,13,1
455,2005-06-10 22:25:00,39,1
456,2005-09-14 20:10:00,23,1
457,2005-07-29 20:55:00,32,1
458,2005-06-04 20:10:00,21,1
459,2005-07-03 19:00:00,18,1
460,2005-05-14 19:55:00,23,1
461,2005-05-03 21:20:00,19,1
462,2005-07-28 14:05:00,40,1
463,2005-08-28 12:45:00,21,1
464,2005-08-14 15:15:00,42,1
465,2005-05-02 22:05:00,29,1
466,2005-09-06 19:40:00,22,1
467,2005-05-30 23:05:00,11,1
468,2005-08-12 23:30:00,34,1
469,2005-08-24 21:15:00,31,1
470,2005-09-13 22:30:00,43,1
471,2005-09-26 21:40:00,31,1
472,2005-05-18 14:20:00,32,1
473,2005-09-09 20:05:00,25,1
474,2005-06-03 22:35:00,35,1
475,2005-05-03 20:05:00,11,1
476,2005-05-21 12:40:00,24,1
477,2005-05-20 22:20:00,46,1
478,2005-05-16 21:40:00,43,1
479,2005-07-17 16:30:00,40,1
480,2005-05-22 13:00:00,16,1
481,2005-05-20 19:40:00,26,1
482,2005-08-13 14:35:00,36,1
483,2005-09-11 16:15:00,49,1
484,2005-09-24 20:10:00,23,1
485,2005-09-06 22:05:00,23,1
486,2005-06-10 20:55:00,16,1
487,2005-04-15 20:55:00,16,1
488,2005-05-31 22:00:00,31,1
489,2005-07-26 19:50:00,31,1
490,2005-05-03 21:50:00,31,1
491,2005-05-18 12:05:00,35,1
492,2005-09-26 21:30:00,36,1
493,2005-06-01 21:15:00,32,1
494,2005-07-29 20:05:00,35,1
495,2005-04-30 19:25:00,30,1
496,2005-06-06 21:05:00,31,1
497,2005-09-11 13:00:00,27,1
498,2005-09-25 15:20:00,32,1
499,2005-04-27 20:50:00,17,1
500,2005-05-15 12:05:00,23,1
501,2005-08-25 18:55:00,30,1
502,2005-04-17 15:25:00,34,1
503,2005-09-05 17:00:00,17,1
504,2005-05-22 15:00:00,29,1
505,2005-09-26 22:30:00,13,1
506,2005-08-10 19:20:00,40,1
507,2005-07-16 15:00:00,22,1
508,2005-09-13 22:20:00,28,1
509,2005-08-13 14:35:00,36,1
510,2005-05-18 14:25:00,23,1
511,2005-09-12 19:55:00,26,1
512,2005-09-24 20:45:00,31,1
513,2005-08-27 21:45:00,44,1
514,2005-08-12 21:45:00,30,1
515,2005-07-31 13:15:00,23,1
516,2005-07-01 20:35:00,25,1
517,2005-08-27 22:00:00,55,1
518,2005-05-01 15:40:00,46,1
519,2005-04-29 21:10:00,19,1
520,2005-04-25 18:55:00,35,1
521,2005-07-01 21:25:00,19,1
522,2005-05-13 22:15:00,27,1
523,2005-06-29 14:25:00,32,1
524,2005-07-27 20:15:00,27,1
525,2005-08-13 14:00:00,31,1
526,2005-08-09 21:55:00,23,1
527,2005-05-04 21:15:00,14,1
528,2005-07-29 22:55:00,49,1
529,2005-04-15 19:55:00,25,1
530,2005-05-31 20:25:00,16,1
531,2005-06-10 21:30:00,15,1
532,2005-06-12 14:30:00,35,1
533,2005-09-06 21:15:00,32,1
534,2005-09-10 12:55:00,20,1
535,2005-07-29 19:55:00,43,1
536,2005-07-29 20:40:00,20,1
537,2005-06-12 15:10:00,27,1
538,2005-06-29 11:50:00,33,1
539,2005-09-13 21:05:00,29,1
540,2005-04-16 19:55:00,27,1
541,2005-07-26 20:00:00,27,1
542,2005-09-23 21:40:00,24,1
543,2005-06-02 20:40:00,10,1
544,2005-08-23 21:30:00,30,1
545,2005-08-14 14:20:00,34,1
546,2005-07-14 22:30:00,29,1
547,2005-08-24 20:40:00,17,1
548,2005-06-11 21:00:00,22,1
549,2005-04-15 19:15:00,36,1
550,2005-08-23 19:10:00,21,1
551,2005-04-30 20:45:00,32,1
552,2005-05-21 15:30:00,30,1
553,2005-04-16 19:55:00,27,1
554,2005-08-09 20:00:00,19,1
555,2005-05-03 19:45:00,14,1
556,2005-08-23 18:50:00,28,1
557,2005-06-29 13:45:00,26,1
558,2005-05-18 13:15:00,19,1
559,2005-07-02 13:35:00,38,1
560,2005-09-26 21:40:00,31,1
561,2005-08-11 21:05:00,25,1
562,2005-05-30 20:30:00,56,1
563,2005-09-06 21:55:00,21,1
564,2005-08-11 20:55:00,26,1
565,2005-07-17 14:00:00,21,1
566,2005-08-25 20:00:00,19,1
567,2005-07-30 13:35:00,28,1
568,2005-09-06 19:40:00,22,1
569,2005-07-29 22:55:00,49,1
570,2005-04-30 19:30:00,32,1
571,2005-08-14 13:15:00,23,1
572,2005-05-04 22:05:00,37,1
573,2005-09-11 13:05:00,24,1
574,2005-08-25 19:15:00,24,1
575,2005-08-23 21:30:00,30,1
576,2005-09-11 15:15:00,34,1
577,2005-06-04 21:25:00,24,1
578,2005-06-02 18:50:00,20,1
579,2005-05-03 20:45:00,20,1
580,2005-07-16 13:20:00,38,1
581,2005-09-07 20:40:00,17,1
582,2005-05-01 13:40:00,24,1
583,2005-07-26 21:10:00,34,1
584,2005-07-03 22:10:00,17,1
585,2005-05-02 20:00:00,20,1
586,2005-05-01 16:10:00,47,1
587,2005-09-12 18:45:00,28,1
588,2005-09-27 19:50:00,36,1
589,2005-06-03 20:05:00,22,1
590,2005-06-29 12:55:00,27,1
591,2005-07-01 22:30:00,33,1
592,2005-08-28 16:05:00,55,1
593,2005-07-17 14:25:00,29,1
594,2005-08-11 18:55:00,34,1
595,2005-07-02 13:55:00,24,1
596,2005-09-13 20:45:00,14,1
597,2005-05-13 21:30:00,26,1
598,2005-08-26 21:15:00,28,1
599,2005-08-26 21:15:00,28,1
600,2005-09-12 19:45:00,29,1
601,2005-04-13 19:50:00,22,1
602,2005-05-04 20:35:00,20,1
603,2005-09-23 19:40:00,34,1
604,2005-07-16 16:00:00,33,1
605,2005-07-29 21:00:00,33,1
606,2005-06-02 21:25:00,16,1
607,2005-07-27 22:00:00,41,1
608,2005-07-29 21:40:00,32,1
609,2005-04-17 14:00:00,41,1
610,2005-04-26 21:10:00,31,1
611,2005-04-12 13:40:00,32,1
612,2005-09-24 20:10:00,23,1
613,2005-07-14 18:50:00,27,1
614,2005-04-15 20:00:00,23,1
615,2005-05-03 21:30:00,12,1
616,2005-09-12 22:10:00,38,1
617,2005-07-15 20:05:00,33,1
618,2005-08-12 19:55:00,32,1
619,2005-07-31 17:05:00,33,1
620,2005-04-16 20:00:00,25,1
621,2005-09-25 13:10:00,28,1
622,2005-07-16 16:15:00,38,1
623,2005-04-17 12:50:00,20,1
624,2005-08-24 19:15:00,27,1
625,2005-07-30 15:00:00,32,1
626,2005-07-01 22:55:00,46,1
627,2005-05-30 22:10:00,9,1
628,2005-04-17 13:25:00,20,1
629,2005-08-26 22:35:00,51,1
630,2005-05-13 21:10:00,23,1
631,2005-06-29 11:40:00,42,1
632,2005-06-06 20:15:00,23,1
633,2005-09-23 19:55:00,31,1
634,2005-07-29 22:50:00,39,1
635,2005-06-04 18:55:00,23,1
636,2005-07-25 21:30:00,56,1
637,2005-07-16 15:15:00,18,1
638,2005-04-17 14:10:00,37,1
639,2005-07-29 21:50:00,29,1
640,2005-07-16 15:40:00,36,1
641,2005-08-14 15:00:00,36,1
642,2005-09-12 20:30:00,10,1
643,2005-04-12 13:35:00,40,1
644,2005-05-02 20:50:00,13,1
645,2005-09-13 18:40:00,41,1
646,2005-04-27 18:45:00,21,1
647,2005-07-25 18:55:00,21,1
648,2005-07-25 19:05:00,26,1
649,2005-07-14 22:25:00,49,1
650,2005-09-13 20:00:00,30,1
651,2005-04-13 20:35:00,22,1
652,2005-07-29 22:55:00,49,1
653,2005-07-29 21:40:00,32,1
654,2005-09-12 21:50:00,30,1
655,2005-08-11 21:45:00,36,1
656,2005-05-01 13:55:00,32,1
657,2005-05-04 21:55:00,30,1
658,2005-05-17 20:40:00,16,1
659,2005-05-31 21:20:00,26,1
660,2005-09-06 21:40:00,14,1
661,2005-06-03 23:05:00,22,1
662,2005-08-28 12:40:00,16,1
663,2005-08-28 14:20:00,22,1
664,2005-06-02 19:55:00,11,1
665,2005-08-10 18:40:00,34,1
666,2005-06-05 13:20:00,26,1
667,2005-09-14 18:40:00,48,1
668,2005-06-02 22:35:00,21,1
669,2005-05-04 20:40:00,22,1
670,2005-05-30 21:45:00,13,1
671,2005-07-31 14:15:00,33,1
672,2005-07-03 19:15:00,21,1
673,2005-04-13 21:10:00,30,1
674,2005-09-28 21:20:00,28,1
675,2005-05-20 22:45:00,43,1
676,2005-06-11 20:20:00,19,1
677,2005-04-13 20:45:00,15,1
678,2005-06-10 20:35:00,13,1
679,2005-05-02 21:15:00,40,1
680,2005-04-16 19:05:00,19,1
681,2005-05-02 18:45:00,29,1
682,2005-06-01 22:10:00,41,1
683,2005-09-25 13:05:00,18,1
684,2005-04-16 19:15:00,34,1
685,2005-04-30 20:30:00,23,1
686,2005-04-13 20:05:00,21,1
687,2005-06-03 23:00:00,17,1
688,2005-06-10 21:45:00,23,1
689,2005-09-28 19:00:00,32,1
690,2005-05-17 20:50:00,16,1
691,2005-07-17 12:50:00,22,1
692,2005-07-17 14:35:00,23,1
693,2005-09-26 19:05:00,19,1
694,2005-08-12 22:35:00,29,1
695,2005-07-29 20:40:00,20,1
696,2005-04-25 21:30:00,21,1
697,2005-05-02 19:05:00,20,1
698,2005-06-02 22:05:00,31,1
699,2005-06-10 21:55:00,26,1
700,2005-08-25 21:25:00,24,1
701,2005-09-07 22:55:00,42,1
702,2005-08-13 14:15:00,33,1
703,2005-05-14 21:05:00,27,1
704,2005-07-14 21:50:00,19,1
705,2005-07-14 21:05:00,20,1
706,2005-05-17 20:50:00,16,1
707,2005-05-31 22:15:00,24,1
708,2005-04-12 13:55:00,30,1
709,2005-05-31 22:15:00,24,1
710,2005-09-12 20:05:00,28,1
711,2005-07-25 21:10:00,27,1
712,2005-09-13 21:20:00,18,1
713,2005-07-01 22:05:00,44,1
714,2005-04-13 22:15:00,49,1
715,2005-09-25 14:00:00,33,1
716,2005-09-11 13:50:00,34,1
717,2005-06-07 18:40:00,24,1
718,2005-07-30 12:45:00,29,1
719,2005-04-26 21:40:00,19,1
720,2005-05-30 21:00:00,24,1
721,2005-08-28 16:00:00,62,1
722,2005-05-18 12:10:00,31,1
723,2005-05-04 21:00:00,22,1
724,2005-06-29 14:05:00,37,1
725,2005-07-27 21:30:00,35,1
726,2005-06-08 19:30:00,26,1
727,2005-07-15 21:25:00,27,1
728,2005-07-27 20:40:00,19,1
729,2005-09-28 22:05:00,14,1
730,2005-07-15 21:00:00,22,1
731,2005-07-25 20:00:00,18,1
732,2005-09-26 19:40:00,26,1
733,2005-05-21 15:40:00,43,1
