Week_Day,Hour,Minute,Traffic_flow,Game_Ended
1,2,50,1,0
1,2,55,0,0
1,3,0,3,0
1,3,5,0,0
1,3,10,3,0
1,3,15,0,0
1,3,20,0,0
1,3,25,2,0
1,3,30,1,0
1,3,35,1,0
1,3,40,1,0
1,3,45,1,0
1,3,50,0,0
1,3,55,3,0
1,4,0,1,0
1,4,5,2,0
1,4,10,1,0
1,4,15,1,0
1,4,20,2,0
1,4,25,1,0
1,4,30,2,0
1,4,35,2,0
1,4,40,5,0
1,4,45,2,0
1,4,50,5,0
1,4,55,4,0
1,5,0,6,0
1,5,5,5,0
1,5,10,5,0
1,5,15,7,0
1,5,20,4,0
1,5,25,5,0
1,5,30,12,0
1,5,35,12,0
1,5,40,11,0
1,5,45,12,0
1,5,50,11,0
1,5,55,13,0
1,6,0,19,0
1,6,5,16,0
1,6,10,19,0
1,6,15,15,0
1,6,20,8,0
1,6,25,14,0
1,6,30,30,0
1,6,35,35,0
1,6,40,20,0
1,6,45,27,0
1,6,50,33,0
1,6,55,24,0
1,7,0,39,0
1,7,5,42,0
1,7,10,36,0
1,7,15,50,0
1,7,20,42,0
1,7,25,38,0
1,7,30,38,0
1,7,35,40,0
1,7,40,49,0
1,7,45,39,0
1,7,50,43,0
1,7,55,44,0
1,8,0,40,0
1,8,5,22,0
1,8,10,25,0
1,8,15,42,0
1,8,20,37,0
1,8,25,36,0
1,8,30,34,0
1,8,35,41,0
1,8,40,37,0
1,8,45,36,0
1,8,50,40,0
1,8,55,37,0
1,9,0,41,0
1,9,5,38,0
1,9,10,36,0
1,9,15,44,0
1,9,20,33,0
1,9,25,30,0
1,9,30,41,0
1,9,35,36,0
1,9,40,35,0
1,9,45,36,0
1,9,50,35,0
1,9,55,42,0
1,10,0,31,0
1,10,5,25,0
1,10,10,28,0
1,10,15,27,0
1,10,20,23,0
1,10,25,25,0
1,10,30,24,0
1,10,35,23,0
1,10,40,20,0
1,10,45,31,0
1,10,50,19,0
1,10,55,25,0
1,11,0,25,0
1,11,5,34,0
1,11,10,8,0
1,11,15,26,0
1,11,20,30,0
1,11,25,31,0
1,11,30,28,0
1,11,35,27,0
1,11,40,22,0
1,11,45,18,0
1,11,50,30,0
1,11,55,28,0
1,12,0,34,0
1,12,5,39,0
1,12,10,32,0
1,12,15,28,0
1,12,20,32,0
1,12,25,35,0
1,12,30,34,0
1,12,35,35,0
1,12,40,40,0
1,12,45,13,0
1,12,50,34,0
1,12,55,30,0
1,13,0,34,0
1,13,5,42,0
1,13,10,32,0
1,13,15,38,0
1,13,20,45,0
1,13,25,33,0
1,13,30,28,0
1,13,35,40,0
1,13,40,32,0
1,13,45,29,0
1,13,50,36,0
1,13,55,30,0
1,14,0,19,0
1,14,5,31,0
1,14,10,31,0
1,14,15,40,0
1,14,20,32,0
1,14,25,29,0
1,14,30,28,0
1,14,35,30,0
1,14,40,38,0
1,14,45,26,0
1,14,50,43,0
1,14,55,28,0
1,15,0,42,0
1,15,5,38,0
1,15,10,43,0
1,15,15,45,0
1,15,20,40,0
1,15,25,44,0
1,15,30,57,0
1,15,35,59,0
1,15,40,49,0
1,15,45,48,0
1,15,50,52,0
1,15,55,38,1
1,16,0,57,1
1,16,5,58,1
1,16,10,51,1
1,16,15,55,1
1,16,20,54,1
1,16,25,53,1
1,16,30,50,1
1,16,35,35,1
1,16,40,47,1
1,16,45,47,1
1,16,50,53,1
1,16,55,40,1
1,17,0,33,1
1,17,5,46,1
1,17,10,44,1
1,17,15,39,1
1,17,20,49,1
1,17,25,41,0
1,17,30,31,0
1,17,35,40,0
1,17,40,44,0
1,17,45,33,0
1,17,50,42,0
1,17,55,45,0
1,18,0,41,0
1,18,5,46,0
1,18,10,27,0
1,18,15,45,0
1,18,20,41,0
1,18,25,44,0
1,18,30,34,0
1,18,35,43,0
1,18,40,41,0
1,18,45,46,0
1,18,50,39,0
1,18,55,52,0
1,19,0,32,0
1,19,5,33,0
1,19,10,32,0
1,19,15,23,0
1,19,20,26,0
1,19,25,25,0
1,19,30,30,0
1,19,35,32,0
1,19,40,33,0
1,19,45,28,0
1,19,50,24,0
1,19,55,22,0
1,20,0,24,0
1,20,5,14,0
1,20,10,26,0
1,20,15,15,0
1,20,20,12,0
1,20,25,16,0
1,20,30,15,0
1,20,35,18,0
1,20,40,13,0
1,20,45,18,0
1,20,50,13,0
1,20,55,22,0
1,21,0,21,0
1,21,5,17,0
1,21,10,14,0
1,21,15,20,0
1,21,20,12,0
1,21,25,17,0
1,21,30,19,0
1,21,35,24,0
1,21,40,17,0
1,21,45,22,0
1,21,50,11,0
1,21,55,17,0
1,22,0,15,0
1,22,5,10,0
1,22,10,8,0
1,22,15,18,0
1,22,20,13,0
1,22,25,12,0
1,22,30,11,0
1,22,35,14,0
1,22,40,12,0
1,22,45,18,0
1,22,50,10,0
1,22,55,7,0
1,23,0,10,0
1,23,5,9,0
1,23,10,10,0
1,23,15,4,0
1,23,20,10,0
1,23,25,2,0
1,23,30,6,0
1,23,35,5,0
1,23,40,4,0
1,23,45,5,0
1,23,50,6,0
1,23,55,7,0
2,0,0,6,0
2,0,5,5,0
2,0,10,4,0
2,0,15,4,0
2,0,20,4,0
2,0,25,4,0
2,0,30,4,0
2,0,35,2,0
2,0,40,12,0
2,0,45,2,0
2,0,50,3,0
2,0,55,1,0
2,1,0,1,0
2,1,5,3,0
2,1,10,3,0
2,1,15,0,0
2,1,20,0,0
2,1,25,3,0
2,1,30,7,0
2,1,35,3,0
2,1,40,3,0
2,1,45,2,0
2,1,50,2,0
2,1,55,2,0
2,2,0,3,0
2,2,5,3,0
2,2,10,1,0
2,2,15,3,0
2,2,20,3,0
2,2,25,2,0
2,2,30,2,0
2,2,35,0,0
2,2,40,0,0
2,2,45,0,0
2,2,50,2,0
2,2,55,1,0
2,3,0,0,0
2,3,5,2,0
2,3,10,1,0
2,3,15,2,0
2,3,20,0,0
2,3,25,1,0
2,3,30,2,0
2,3,35,1,0
2,3,40,1,0
2,3,45,1,0
2,3,50,2,0
2,3,55,1,0
2,4,0,3,0
2,4,5,2,0
2,4,10,4,0
2,4,15,2,0
2,4,20,3,0
2,4,25,1,0
2,4,30,3,0
2,4,35,2,0
2,4,40,2,0
2,4,45,4,0
2,4,50,7,0
2,4,55,5,0
2,5,0,4,0
2,5,5,2,0
2,5,10,8,0
2,5,15,2,0
2,5,20,6,0
2,5,25,8,0
2,5,30,9,0
2,5,35,13,0
2,5,40,14,0
2,5,45,8,0
2,5,50,12,0
2,5,55,13,0
2,6,0,9,0
2,6,5,9,0
2,6,10,15,0
2,6,15,14,0
2,6,20,16,0
2,6,25,12,0
2,6,30,21,0
2,6,35,30,0
2,6,40,25,0
2,6,45,29,0
2,6,50,32,0
2,6,55,26,0
2,7,0,40,0
2,7,5,31,0
2,7,10,36,0
2,7,15,38,0
2,7,20,51,0
2,7,25,40,0
2,7,30,43,0
2,7,35,36,0
2,7,40,38,0
2,7,45,34,0
2,7,50,38,0
2,7,55,35,0
2,8,0,35,0
2,8,5,32,0
2,8,10,29,0
2,8,15,29,0
2,8,20,34,0
2,8,25,33,0
2,8,30,42,0
2,8,35,53,0
2,8,40,34,0
2,8,45,48,0
2,8,50,41,0
2,8,55,46,0
2,9,0,40,0
2,9,5,45,0
2,9,10,39,0
2,9,15,41,0
2,9,20,29,0
2,9,25,30,0
2,9,30,29,0
2,9,35,30,0
2,9,40,36,0
2,9,45,36,0
2,9,50,23,0
2,9,55,29,0
2,10,0,31,0
2,10,5,30,0
2,10,10,35,0
2,10,15,32,0
2,10,20,31,0
2,10,25,30,0
2,10,30,31,0
2,10,35,36,0
2,10,40,36,0
2,10,45,20,0
2,10,50,25,0
2,10,55,30,0
2,11,0,24,0
2,11,5,18,0
2,11,10,25,0
2,11,15,26,0
2,11,20,30,0
2,11,25,15,0
2,11,30,18,0
2,11,35,20,0
2,11,40,24,0
2,11,45,29,0
2,11,50,25,0
2,11,55,26,0
2,12,0,25,0
2,12,5,27,0
2,12,10,28,0
2,12,15,16,0
2,12,20,26,0
2,12,25,27,0
2,12,30,26,0
2,12,35,34,0
2,12,40,32,0
2,12,45,26,0
2,12,50,32,0
2,12,55,19,0
2,13,0,27,0
2,13,5,23,0
2,13,10,24,0
2,13,15,27,0
2,13,20,30,0
2,13,25,27,0
2,13,30,32,0
2,13,35,30,0
2,13,40,32,0
2,13,45,27,0
2,13,50,38,0
2,13,55,37,0
2,14,0,42,0
2,14,5,43,0
2,14,10,40,0
2,14,15,33,0
2,14,20,31,0
2,14,25,37,0
2,14,30,37,0
2,14,35,42,0
2,14,40,33,0
2,14,45,27,0
2,14,50,36,0
2,14,55,35,0
2,15,0,37,0
2,15,5,26,0
2,15,10,44,0
2,15,15,42,0
2,15,20,36,0
2,15,25,30,0
2,15,30,38,0
2,15,35,43,0
2,15,40,47,0
2,15,45,36,0
2,15,50,53,0
2,15,55,35,0
2,16,0,42,0
2,16,5,33,0
2,16,10,37,0
2,16,15,40,0
2,16,20,30,0
2,16,25,36,0
2,16,30,29,0
2,16,35,41,0
2,16,40,33,0
2,16,45,40,0
2,16,50,14,0
2,16,55,37,0
2,17,0,23,0
2,17,5,42,0
2,17,10,39,0
2,17,15,31,0
2,17,20,23,0
2,17,25,28,0
2,17,30,18,0
2,17,35,31,0
2,17,40,29,0
2,17,45,22,0
2,17,50,25,0
2,17,55,31,0
2,18,0,42,0
2,18,5,35,0
2,18,10,30,0
2,18,15,31,0
2,18,20,33,0
2,18,25,31,0
2,18,30,39,0
2,18,35,32,0
2,18,40,46,0
2,18,45,33,0
2,18,50,32,0
2,18,55,14,0
2,19,0,33,0
2,19,5,31,0
2,19,10,34,0
2,19,15,28,0
2,19,20,26,0
2,19,25,28,0
2,19,30,46,0
2,19,35,27,0
2,19,40,32,0
2,19,45,20,0
2,19,50,22,0
2,19,55,21,0
2,20,0,19,0
2,20,5,21,0
2,20,10,13,0
2,20,15,12,0
2,20,20,26,0
2,20,25,27,0
2,20,30,21,0
2,20,35,22,0
2,20,40,17,0
2,20,45,15,0
2,20,50,22,0
2,20,55,27,0
2,21,0,25,0
2,21,5,29,0
2,21,10,30,0
2,21,15,23,0
2,21,20,19,1
2,21,25,19,1
2,21,30,27,1
2,21,35,31,1
2,21,40,28,1
2,21,45,32,1
2,21,50,36,1
2,21,55,30,1
2,22,0,54,1
2,22,5,39,1
2,22,10,66,1
2,22,15,49,1
2,22,20,61,1
2,22,25,35,1
2,22,30,38,1
2,22,35,49,1
2,22,40,45,1
2,22,45,44,1
2,22,50,31,0
2,22,55,10,0
2,23,0,12,0
2,23,5,13,0
2,23,10,7,0
2,23,15,7,0
2,23,20,15,0
2,23,25,10,0
2,23,30,4,0
2,23,35,10,0
2,23,40,6,0
2,23,45,10,0
2,23,50,6,0
2,23,55,16,0
3,0,0,7,0
3,0,5,3,0
3,0,10,6,0
3,0,15,11,0
3,0,20,8,0
3,0,25,6,0
3,0,30,6,0
3,0,35,10,0
3,0,40,4,0
3,0,45,7,0
3,0,50,4,0
3,0,55,1,0
3,1,0,7,0
3,1,5,2,0
3,1,10,2,0
3,1,15,7,0
3,1,20,5,0
3,1,25,2,0
3,1,30,1,0
3,1,35,5,0
3,1,40,0,0
3,1,45,3,0
3,1,50,3,0
3,1,55,2,0
3,2,0,4,0
3,2,5,4,0
3,2,10,4,0
3,2,15,3,0
3,2,20,1,0
3,2,25,4,0
3,2,30,0,0
3,2,35,5,0
3,2,40,4,0
3,2,45,0,0
3,2,50,1,0
3,2,55,1,0
3,3,0,4,0
3,3,5,1,0
3,3,10,0,0
3,3,15,0,0
3,3,20,3,0
3,3,25,5,0
3,3,30,2,0
3,3,35,1,0
3,3,40,2,0
3,3,45,3,0
3,3,50,1,0
3,3,55,3,0
3,4,0,0,0
3,4,5,1,0
3,4,10,3,0
3,4,15,1,0
3,4,20,0,0
3,4,25,3,0
3,4,30,1,0
3,4,35,1,0
3,4,40,3,0
3,4,45,3,0
3,4,50,5,0
3,4,55,4,0
3,5,0,5,0
3,5,5,3,0
3,5,10,2,0
3,5,15,2,0
3,5,20,3,0
3,5,25,12,0
3,5,30,5,0
3,5,35,8,0
3,5,40,11,0
3,5,45,6,0
3,5,50,6,0
3,5,55,10,0
3,6,0,9,0
3,6,5,15,0
3,6,10,19,0
3,6,15,13,0
3,6,20,17,0
3,6,25,17,0
3,6,30,22,0
3,6,35,27,0
3,6,40,29,0
3,6,45,17,0
3,6,50,26,0
3,6,55,28,0
3,7,0,32,0
3,7,5,43,0
3,7,10,40,0
3,7,15,48,0
3,7,20,34,0
3,7,25,33,0
3,7,30,36,0
3,7,35,30,0
3,7,40,35,0
3,7,45,49,0
3,7,50,29,0
3,7,55,35,0
3,8,0,42,0
3,8,5,41,0
3,8,10,33,0
3,8,15,42,0
3,8,20,41,0
3,8,25,38,0
3,8,30,39,0
3,8,35,33,0
3,8,40,50,0
3,8,45,42,0
3,8,50,42,0
3,8,55,48,0
3,9,0,44,0
3,9,5,34,0
3,9,10,39,0
3,9,15,45,0
3,9,20,44,0
3,9,25,32,0
3,9,30,46,0
3,9,35,43,0
3,9,40,38,0
3,9,45,40,0
3,9,50,38,0
3,9,55,42,0
3,10,0,31,0
3,10,5,34,0
3,10,10,52,0
3,10,15,29,0
3,10,20,32,0
3,10,25,22,0
3,10,30,31,0
3,10,35,28,0
3,10,40,43,0
3,10,45,25,0
3,10,50,33,0
3,10,55,38,0
3,11,0,26,0
3,11,5,29,0
3,11,10,32,0
3,11,15,28,0
3,11,20,24,0
3,11,25,30,0
3,11,30,29,0
3,11,35,26,0
3,11,40,21,0
3,11,45,35,0
3,11,50,32,0
3,11,55,27,0
3,12,0,42,0
3,12,5,23,0
3,12,10,20,0
3,12,15,23,0
3,12,20,23,0
3,12,25,32,0
3,12,30,24,0
3,12,35,31,0
3,12,40,21,0
3,12,45,29,0
3,12,50,25,0
3,12,55,25,0
3,13,0,26,0
3,13,5,24,0
3,13,10,26,0
3,13,15,30,0
3,13,20,26,0
3,13,25,37,0
3,13,30,21,0
3,13,35,35,0
3,13,40,30,0
3,13,45,27,0
3,13,50,25,0
3,13,55,27,0
3,14,0,33,0
3,14,5,23,0
3,14,10,39,0
3,14,15,33,0
3,14,20,33,0
3,14,25,31,0
3,14,30,36,0
3,14,35,33,0
3,14,40,35,0
3,14,45,46,0
3,14,50,38,0
3,14,55,28,0
3,15,0,29,0
3,15,5,44,0
3,15,10,38,0
3,15,15,33,0
3,15,20,38,0
3,15,25,50,0
3,15,30,40,0
3,15,35,50,0
3,15,40,47,0
3,15,45,43,0
3,15,50,40,0
3,15,55,40,0
3,16,0,32,0
3,16,5,27,0
3,16,10,35,0
3,16,15,36,0
3,16,20,42,0
3,16,25,30,0
3,16,30,35,0
3,16,35,30,0
3,16,40,41,0
3,16,45,38,0
3,16,50,34,0
3,16,55,31,0
3,17,0,31,0
3,17,5,27,0
3,17,10,21,0
3,17,15,35,0
3,17,20,21,0
3,17,25,29,0
3,17,30,30,0
3,17,35,33,0
3,17,40,27,0
3,17,45,30,0
3,17,50,33,0
3,17,55,34,0
3,18,0,36,0
3,18,5,22,0
3,18,10,27,0
3,18,15,30,0
3,18,20,37,0
3,18,25,34,0
3,18,30,20,0
3,18,35,33,0
3,18,40,33,0
3,18,45,28,0
3,18,50,27,0
3,18,55,42,0
3,19,0,29,0
3,19,5,27,0
3,19,10,22,0
3,19,15,23,0
3,19,20,22,0
3,19,25,31,0
3,19,30,31,0
3,19,35,24,0
3,19,40,25,0
3,19,45,27,0
3,19,50,28,0
3,19,55,21,0
3,20,0,27,0
3,20,5,24,0
3,20,10,25,0
3,20,15,21,0
3,20,20,12,0
3,20,25,14,0
3,20,30,18,0
3,20,35,25,0
3,20,40,24,0
3,20,45,18,0
3,20,50,19,0
3,20,55,26,0
3,21,0,15,0
3,21,5,29,0
3,21,10,29,0
3,21,15,24,0
3,21,20,13,0
3,21,25,22,0
3,21,30,14,0
3,21,35,33,0
3,21,40,21,0
3,21,45,11,0
3,21,50,18,0
3,21,55,18,0
3,22,0,19,0
3,22,5,12,0
3,22,10,18,0
3,22,15,21,0
3,22,20,13,0
3,22,25,7,0
3,22,30,12,0
3,22,35,16,0
3,22,40,11,0
3,22,45,9,0
3,22,50,13,0
3,22,55,20,0
3,23,0,9,0
3,23,5,10,0
3,23,10,12,0
3,23,15,5,0
3,23,20,9,0
3,23,25,4,0
3,23,30,4,0
3,23,35,6,0
3,23,40,9,0
3,23,45,5,0
3,23,50,16,0
3,23,55,8,0
4,0,0,11,0
4,0,5,7,0
4,0,10,6,0
4,0,15,8,0
4,0,20,4,0
4,0,25,10,0
4,0,30,5,0
4,0,35,7,0
4,0,40,2,0
4,0,45,7,0
4,0,50,11,0
4,0,55,5,0
4,1,0,1,0
4,1,5,2,0
4,1,10,5,0
4,1,15,2,0
4,1,20,3,0
4,1,25,2,0
4,1,30,5,0
4,1,35,3,0
4,1,40,2,0
4,1,45,1,0
4,1,50,3,0
4,1,55,2,0
4,2,0,3,0
4,2,5,3,0
4,2,10,3,0
4,2,15,2,0
4,2,20,1,0
4,2,25,2,0
4,2,30,5,0
4,2,35,3,0
4,2,40,1,0
4,2,45,4,0
4,2,50,1,0
4,2,55,0,0
4,3,0,1,0
4,3,5,3,0
4,3,10,1,0
4,3,15,2,0
4,3,20,0,0
4,3,25,1,0
4,3,30,3,0
4,3,35,2,0
4,3,40,3,0
4,3,45,1,0
4,3,50,4,0
4,3,55,1,0
4,4,0,1,0
4,4,5,1,0
4,4,10,5,0
4,4,15,1,0
4,4,20,2,0
4,4,25,0,0
4,4,30,2,0
4,4,35,4,0
4,4,40,7,0
4,4,45,7,0
4,4,50,6,0
4,4,55,3,0
4,5,0,3,0
4,5,5,4,0
4,5,10,3,0
4,5,15,5,0
4,5,20,5,0
4,5,25,6,0
4,5,30,4,0
4,5,35,9,0
4,5,40,15,0
4,5,45,16,0
4,5,50,9,0
4,5,55,16,0
4,6,0,11,0
4,6,5,14,0
4,6,10,9,0
4,6,15,19,0
4,6,20,7,0
4,6,25,18,0
4,6,30,18,0
4,6,35,35,0
4,6,40,32,0
4,6,45,27,0
4,6,50,24,0
4,6,55,30,0
4,7,0,30,0
4,7,5,31,0
4,7,10,41,0
4,7,15,41,0
4,7,20,34,0
4,7,25,38,0
4,7,30,31,0
4,7,35,27,0
4,7,40,37,0
4,7,45,40,0
4,7,50,37,0
4,7,55,34,0
4,8,0,39,0
4,8,5,24,0
4,8,10,29,0
4,8,15,31,0
4,8,20,28,0
4,8,25,28,0
4,8,30,43,0
4,8,35,29,0
4,8,40,43,0
4,8,45,38,0
4,8,50,44,0
4,8,55,37,0
4,9,0,26,0
4,9,5,39,0
4,9,10,48,0
4,9,15,48,0
4,9,20,39,0
4,9,25,29,0
4,9,30,42,0
4,9,35,36,0
4,9,40,37,0
4,9,45,29,0
4,9,50,38,0
4,9,55,36,0
4,10,0,44,0
4,10,5,31,0
4,10,10,46,0
4,10,15,20,0
4,11,15,10,0
4,11,20,26,0
4,11,25,25,0
4,11,30,22,0
4,11,35,33,0
4,11,40,31,0
4,11,45,20,0
4,11,50,20,0
4,11,55,29,0
4,12,0,20,0
4,12,5,30,0
4,12,10,28,0
4,12,15,26,0
4,12,20,18,0
4,12,25,32,0
4,12,30,27,0
4,12,35,27,0
4,12,40,32,0
4,12,45,29,0
4,12,50,32,0
4,12,55,20,0
4,13,0,26,0
4,13,5,29,0
4,13,10,34,0
4,13,25,24,0
4,13,30,34,0
4,13,35,24,0
4,13,40,27,0
4,13,45,23,0
4,13,50,27,0
4,13,55,22,0
4,14,0,32,0
4,14,5,20,0
4,14,10,36,0
4,14,15,30,0
4,14,20,36,0
4,14,25,41,0
4,14,30,34,0
4,14,35,33,0
4,14,40,44,0
4,14,45,33,0
4,14,50,44,0
4,14,55,36,0
4,15,0,29,0
4,15,5,41,0
4,15,10,38,0
4,15,15,39,0
4,15,20,41,0
4,15,25,34,0
4,15,30,39,0
4,15,35,33,0
4,15,40,30,0
4,15,45,54,0
4,15,50,29,0
4,15,55,35,0
4,16,0,25,0
4,16,5,33,0
4,16,10,32,0
4,16,15,34,0
4,16,20,33,0
4,16,25,35,0
4,16,30,26,0
4,16,35,29,0
4,16,40,22,0
4,16,45,36,0
4,16,50,34,0
4,16,55,33,0
4,17,0,35,0
4,17,5,40,0
4,17,10,31,0
4,17,15,35,0
4,17,20,38,0
4,17,25,27,0
4,17,30,30,0
4,17,35,26,0
4,17,40,33,0
4,17,45,29,0
4,17,50,35,0
4,17,55,25,0
4,18,0,25,0
4,18,5,22,0
4,18,10,30,0
4,18,15,43,0
4,18,20,27,0
4,18,25,41,0
4,18,30,39,0
4,18,35,33,0
4,18,40,36,0
4,18,45,31,0
4,18,50,24,0
4,18,55,20,0
4,19,0,28,0
4,19,5,41,0
4,19,10,33,0
4,19,15,36,0
4,19,20,34,0
4,19,25,35,0
4,19,30,27,0
4,19,35,27,0
4,19,40,21,0
4,19,45,34,0
4,19,50,22,0
4,19,55,25,0
4,20,0,23,0
4,20,5,20,0
4,20,10,15,0
4,20,15,20,0
4,20,20,16,0
4,20,25,27,0
4,20,30,32,0
4,20,35,20,0
4,20,40,16,0
4,20,45,16,0
4,20,50,22,0
4,20,55,16,0
4,21,0,13,0
4,21,5,14,0
4,21,10,23,0
4,21,15,18,0
4,21,20,20,1
4,21,25,23,1
4,21,30,26,1
4,21,35,28,1
4,21,40,36,1
4,21,45,25,1
4,21,50,59,1
4,21,55,50,1
4,22,0,47,1
4,22,5,59,1
4,22,10,42,1
4,22,15,44,1
4,22,20,32,1
4,22,25,50,1
4,22,30,56,1
4,22,35,41,1
4,22,40,49,1
4,22,45,38,1
4,22,50,45,0
4,22,55,34,0
4,23,0,43,0
4,23,5,36,0
4,23,10,20,0
4,23,15,21,0
4,23,20,19,0
4,23,25,14,0
4,23,30,15,0
4,23,35,14,0
4,23,40,14,0
4,23,45,12,0
4,23,50,17,0
4,23,55,10,0
5,0,0,11,0
5,0,5,10,0
5,0,10,8,0
5,0,15,14,0
5,0,20,8,0
5,0,25,6,0
5,0,30,5,0
5,0,35,7,0
5,0,40,3,0
5,0,45,7,0
5,0,50,11,0
5,0,55,6,0
5,1,0,10,0
5,1,5,3,0
5,1,10,2,0
5,1,15,2,0
5,1,20,6,0
5,1,25,5,0
5,1,30,6,0
5,1,35,6,0
5,1,40,10,0
5,1,45,3,0
5,1,50,3,0
5,1,55,11,0
5,2,0,6,0
5,2,5,1,0
5,2,10,1,0
5,2,15,4,0
5,2,20,7,0
5,2,25,9,0
5,2,30,6,0
5,2,35,9,0
5,2,40,6,0
5,2,45,3,0
5,2,50,2,0
5,2,55,4,0
5,3,0,1,0
5,3,5,2,0
5,3,10,6,0
5,3,15,3,0
5,3,20,5,0
5,3,25,3,0
5,3,30,3,0
5,3,35,5,0
5,3,40,1,0
5,3,45,2,0
5,3,50,3,0
5,3,55,3,0
5,4,0,3,0
5,4,5,1,0
5,4,10,2,0
5,4,15,5,0
5,4,20,1,0
5,4,25,1,0
5,4,30,0,0
5,4,35,1,0
5,4,40,2,0
5,4,45,5,0
